"ID_REC","finca","zona","día","tamanio.cuadrilla","pante","proceso","arbol.ID","punto","arbol.persona","lat","lon","altura..ft.","Fecha.de.creación","fecha","hora","GPS","arboles","tiempo","delta","x_UTM","y_UTM"
"Ger1","Irlanda","centro","20OCT",6,1,"inicio",1,32,1,15.1690833333333,92.34225,3409,"20/10/2021 07:20","20/10/2021",7.2,"amarillo",1,440,3.00000000000006,-74601.6674506841,18311878.0528962
"Ger1","Irlanda","centro","20OCT",6,1,"durante",2,33,2,15.1691,92.3422833333333,3411,"20/10/2021 07:23","20/10/2021",7.23,"amarillo",1,443,13.9999999999999,-74605.2164825228,18311876.1145263
"Ger1","Irlanda","centro","20OCT",6,1,"durante",3,34,3,15.1690666666667,92.3422833333333,3418,"20/10/2021 07:37","20/10/2021",7.37,"amarillo",1,457,1,-74605.3070429494,18311879.815359
"Ger1","Irlanda","centro","20OCT",6,1,"durante",4,35,4,15.1691,92.3423,3416,"20/10/2021 07:38","20/10/2021",7.38,"amarillo",1,458,5,-74607.0136384896,18311876.0705493
"Ger1","Irlanda","centro","20OCT",6,1,"durante",5,36,5,15.1690833333333,92.3423166666667,3408,"20/10/2021 07:43","20/10/2021",7.43,"amarillo",1,463,3,-74608.8560750171,18311877.8769886
"Ger1","Irlanda","centro","20OCT",6,1,"durante",6,37,6,15.1691,92.3423,3419,"20/10/2021 07:46","20/10/2021",7.46,"amarillo",1,466,0,-74607.0136384896,18311876.0705493
"Ger1","Irlanda","centro","20OCT",6,1,"durante",7,38,7,15.1691333333333,92.3423166666667,3418,"20/10/2021 07:46","20/10/2021",7.46,"amarillo",1,466,2.00000000000006,-74608.7202332998,18311872.3257392
"Ger1","Irlanda","centro","20OCT",6,1,"durante",8,39,8,15.1691166666667,92.34235,3422,"20/10/2021 07:48","20/10/2021",7.48,"amarillo",1,468,1.99999999999994,-74612.3598257691,18311874.0882008
"Ger1","Irlanda","centro","20OCT",6,1,"durante",9,40,9,15.1691,92.3423333333333,3432,"20/10/2021 07:50","20/10/2021",7.5,"amarillo",1,470,3,-74610.6079505394,18311875.9825948
"Ger1","Irlanda","centro","20OCT",6,1,"durante",10,41,10,15.1691,92.3423333333333,3432,"20/10/2021 07:53","20/10/2021",7.53,"amarillo",1,473,2,-74610.6079505394,18311875.9825948
"Ger1","Irlanda","centro","20OCT",6,1,"durante",11,42,11,15.1691333333333,92.3423333333333,3428,"20/10/2021 07:55","20/10/2021",7.55,"amarillo",1,475,3,-74610.5173890599,18311872.2817618
"Ger1","Irlanda","centro","20OCT",6,1,"durante",12,43,12,15.1691333333333,92.3423666666667,3427,"20/10/2021 07:58","20/10/2021",7.58,"amarillo",1,478,1,-74614.1117007066,18311872.1938066
"Ger1","Irlanda","centro","20OCT",6,1,"durante",13,44,13,15.1691333333333,92.3423666666667,3424,"20/10/2021 07:59","20/10/2021",7.59,"amarillo",1,479,2,-74614.1117007066,18311872.1938066
"Ger1","Irlanda","centro","20OCT",6,1,"durante",14,451,14,15.16915,92.34245,3427,"20/10/2021 08:01","20/10/2021",8.01,"amarillo",1,481,1.99999999999994,-74623.0521987514,18311870.1234993
"Ger1","Irlanda","centro","20OCT",6,1,"durante",15,46,15,15.1691333333333,92.3424333333333,3424,"20/10/2021 08:03","20/10/2021",8.03,"amarillo",1,483,0.999999999999943,-74621.3003245096,18311872.0178945
"Ger1","Irlanda","centro","20OCT",6,1,"durante",16,47,16,15.1691,92.3424166666667,3414,"20/10/2021 08:04","20/10/2021",8.04,"amarillo",1,484,7.00000000000006,-74619.5937314067,18311875.7627061
"Ger1","Irlanda","centro","20OCT",6,1,"durante",17,48,17,15.1691166666667,92.3424666666667,3428,"20/10/2021 08:11","20/10/2021",8.11,"amarillo",1,491,2.00000000000011,-74624.9399185751,18311873.7803544
"Ger1","Irlanda","centro","20OCT",6,1,"durante",18,49,18,15.1691166666667,92.3425166666667,3432,"20/10/2021 08:13","20/10/2021",8.13,"amarillo",1,493,2,-74630.3313875567,18311873.6484182
"Ger1","Irlanda","centro","20OCT",6,1,"durante",19,50,19,15.1691333333333,92.3424833333333,3433,"20/10/2021 08:15","20/10/2021",8.15,"amarillo",1,495,3.99999999999989,-74626.6917928072,18311871.8859589
"Ger1","Irlanda","centro","20OCT",6,1,"durante",20,51,20,15.1691333333333,92.3425,3416,"20/10/2021 08:19","20/10/2021",8.19,"amarillo",1,499,0,-74628.4889489913,18311871.8419801
"Ger1","Irlanda","centro","20OCT",6,1,"durante",21,52,21,15.1691166666667,92.34255,3416,"20/10/2021 08:19","20/10/2021",8.19,"amarillo",1,499,2.00000000000017,-74633.9257004232,18311873.56046
"Ger1","Irlanda","centro","20OCT",6,1,"durante",22,53,22,15.1690833333333,92.3425666666667,3416,"20/10/2021 08:21","20/10/2021",8.21,"amarillo",1,501,0.999999999999943,-74635.8134223116,18311877.217315
"Ger1","Irlanda","centro","20OCT",6,1,"durante",23,54,23,15.1691166666667,92.3425666666667,3417,"20/10/2021 08:22","20/10/2021",8.22,"amarillo",1,502,2.99999999999994,-74635.7228569203,18311873.5164807
"Ger1","Irlanda","centro","20OCT",6,1,"durante",24,55,24,15.1690666666667,92.3425833333333,3414,"20/10/2021 08:25","20/10/2021",8.25,"amarillo",1,505,1.99999999999994,-74637.6558619088,18311879.0237528
"Ger1","Irlanda","centro","20OCT",6,1,"reinicio",25,56,25,15.1690333333333,92.3424666666667,3407,"20/10/2021 09:08","20/10/2021",9.08,"amarillo",1,548,1,-74625.166327394,18311883.0324387
"Ger1","Irlanda","centro","20OCT",6,1,"durante",26,57,26,15.1690833333333,92.3425833333333,3405,"20/10/2021 09:09","20/10/2021",9.09,"amarillo",1,549,0,-74637.6105791427,18311877.1733356
"Ger1","Irlanda","centro","20OCT",6,1,"durante",27,58,27,15.1691166666667,92.3426,3406,"20/10/2021 09:09","20/10/2021",9.09,"amarillo",1,549,2.99999999999989,-74639.3171700413,18311873.4285217
"Ger1","Irlanda","centro","20OCT",6,1,"durante",28,59,28,15.1691333333333,92.3425833333333,3413,"20/10/2021 09:12","20/10/2021",9.12,"amarillo",1,552,1.00000000000023,-74637.4747305535,18311871.6220841
"Ger1","Irlanda","centro","20OCT",6,1,"durante",29,60,29,15.16915,92.3425666666667,3411,"20/10/2021 09:13","20/10/2021",9.13,"amarillo",1,553,0.999999999999886,-74635.6322913348,18311869.8156465
"Ger1","Irlanda","centro","20OCT",6,1,"durante",30,61,30,15.1692166666667,92.3425833333333,3409,"20/10/2021 09:14","20/10/2021",9.14,"amarillo",1,554,0,-74637.248315266,18311862.3699983
"Ger1","Irlanda","centro","20OCT",6,1,"durante",31,62,31,15.1692333333333,92.3425666666667,3412,"20/10/2021 09:14","20/10/2021",9.14,"amarillo",1,554,2,-74635.40587652,18311860.5635609
"Ger1","Irlanda","centro","20OCT",6,1,"durante",32,63,32,15.1692166666667,92.34255,3414,"20/10/2021 09:16","20/10/2021",9.16,"amarillo",1,556,2,-74633.6540039423,18311862.4579576
"Ger1","Irlanda","centro","20OCT",6,1,"durante",33,64,33,15.1692166666667,92.34255,3413,"20/10/2021 09:18","20/10/2021",9.18,"amarillo",1,558,1,-74633.6540039423,18311862.4579576
"Ger1","Irlanda","centro","20OCT",6,1,"durante",34,65,34,15.1692333333333,92.34255,3417,"20/10/2021 09:19","20/10/2021",9.19,"amarillo",1,559,2.00000000000011,-74633.6087210252,18311860.6075405
"Ger1","Irlanda","centro","20OCT",6,1,"durante",35,66,35,15.1692666666667,92.34255,3418,"20/10/2021 09:21","20/10/2021",9.21,"amarillo",1,561,1.99999999999989,-74633.5181550456,18311856.9067063
"Ger1","Irlanda","centro","20OCT",6,1,"durante",36,67,36,15.16925,92.3425166666667,3419,"20/10/2021 09:23","20/10/2021",9.23,"amarillo",1,563,5.99999999999989,-74629.9691274839,18311858.8450823
"Ger1","Irlanda","centro","20OCT",6,1,"durante",37,68,37,15.16925,92.3425166666667,3429,"20/10/2021 09:29","20/10/2021",9.29,"amarillo",1,569,1.00000000000023,-74629.9691274839,18311858.8450823
"Ger1","Irlanda","centro","20OCT",6,1,"durante",38,69,38,15.1692833333333,92.3424833333333,3428,"20/10/2021 09:30","20/10/2021",9.3,"amarillo",1,570,0.999999999999886,-74626.2842521464,18311855.2322068
"Ger1","Irlanda","centro","20OCT",6,1,"durante",39,70,39,15.1692833333333,92.3424666666667,3424,"20/10/2021 09:31","20/10/2021",9.31,"amarillo",1,571,1,-74624.4870972933,18311855.2761859
"Ger1","Irlanda","centro","20OCT",6,1,"durante",40,71,40,15.1692666666667,92.3425166666667,3417,"20/10/2021 09:32","20/10/2021",9.32,"amarillo",1,572,4,-74629.9238447562,18311856.9946653
"Ger1","Irlanda","centro","20OCT",6,1,"durante",41,72,41,15.1693333333333,92.3425666666667,3412,"20/10/2021 09:36","20/10/2021",9.36,"amarillo",1,576,0.999999999999886,-74635.134177139,18311849.4610581
"Ger1","Irlanda","centro","20OCT",6,1,"durante",42,73,42,15.1693166666667,92.3425833333333,3415,"20/10/2021 09:37","20/10/2021",9.37,"amarillo",1,577,0,-74636.9766153174,18311851.2674953
"Ger1","Irlanda","centro","20OCT",6,1,"durante",43,74,43,15.1693333333333,92.3425833333333,3418,"20/10/2021 09:37","20/10/2021",9.37,"amarillo",1,577,1.00000000000023,-74636.9313318226,18311849.4170781
"Ger1","Irlanda","centro","20OCT",6,1,"durante",44,75,44,15.1692833333333,92.3425833333333,3420,"20/10/2021 09:38","20/10/2021",9.38,"amarillo",1,578,0.999999999999886,-74637.0671821613,18311854.9683296
"Ger1","Irlanda","centro","20OCT",6,1,"durante",45,76,45,15.1692833333333,92.3425666666667,3425,"20/10/2021 09:39","20/10/2021",9.39,"amarillo",1,579,1,-74635.2700270482,18311855.0123095
"Ger1","Irlanda","centro","20OCT",6,1,"durante",46,77,46,15.1692833333333,92.3426333333333,3427,"20/10/2021 09:40","20/10/2021",9.4,"amarillo",1,580,1,-74642.4586477332,18311854.8363892
"Ger1","Irlanda","centro","20OCT",6,1,"durante",47,78,47,15.16925,92.3426,3426,"20/10/2021 09:41","20/10/2021",9.41,"amarillo",1,581,0,-74638.9549042417,18311858.625184
"Ger1","Irlanda","centro","20OCT",6,1,"durante",48,79,48,15.16925,92.3426333333333,3434,"20/10/2021 09:41","20/10/2021",9.41,"amarillo",1,581,3.99999999999989,-74642.5492152419,18311858.5372238
"Ger1","Irlanda","centro","20OCT",6,1,"durante",49,80,49,15.1692333333333,92.3426333333333,3429,"20/10/2021 09:45","20/10/2021",9.45,"amarillo",1,585,0,-74642.5944989232,18311860.3876411
"Ger1","Irlanda","centro","20OCT",6,1,"durante",50,81,50,15.1692166666667,92.3426333333333,3431,"20/10/2021 09:45","20/10/2021",9.45,"amarillo",1,585,1.00000000000023,-74642.639782556,18311862.2380584
"Ger1","Irlanda","centro","20OCT",6,1,"durante",51,82,51,15.1692166666667,92.3426166666667,3433,"20/10/2021 09:46","20/10/2021",9.46,"amarillo",1,586,1,-74640.8426267537,18311862.2820385
"Ger1","Irlanda","centro","20OCT",6,1,"durante",52,83,52,15.1692333333333,92.3426666666667,3431,"20/10/2021 09:47","20/10/2021",9.47,"amarillo",1,587,0,-74646.1888103848,18311860.2996803
"Ger1","Irlanda","centro","20OCT",6,1,"durante",53,84,53,15.1692333333333,92.3426666666667,3432,"20/10/2021 09:47","20/10/2021",9.47,"amarillo",1,587,1.99999999999989,-74646.1888103848,18311860.2996803
"Ger1","Irlanda","centro","20OCT",6,1,"durante",54,85,54,15.1692833333333,92.3427666666667,3436,"20/10/2021 09:49","20/10/2021",9.49,"amarillo",1,589,2,-74656.8358911454,18311854.4845418
"Ger1","Irlanda","centro","20OCT",6,1,"durante",55,86,55,15.1692833333333,92.3428166666667,3437,"20/10/2021 09:51","20/10/2021",9.51,"amarillo",1,591,0,-74662.2273581229,18311854.3525968
"Ger1","Irlanda","centro","20OCT",6,1,"durante",56,87,56,15.1693,92.3428166666667,3439,"20/10/2021 09:51","20/10/2021",9.51,"amarillo",1,591,1.99999999999989,-74662.1820727211,18311852.502179
"Ger1","Irlanda","centro","20OCT",6,1,"durante",57,88,57,15.1693166666667,92.34275,3442,"20/10/2021 09:53","20/10/2021",9.53,"amarillo",1,593,2.00000000000023,-74654.9481658639,18311850.827688
"Ger1","Irlanda","centro","20OCT",6,1,"durante",58,89,58,15.1693166666667,92.3428,3443,"20/10/2021 09:55","20/10/2021",9.55,"amarillo",1,595,1.99999999999989,-74660.3396318551,18311850.6957431
"Ger1","Irlanda","centro","20OCT",6,1,"durante",59,90,59,15.1693,92.3427833333333,3442,"20/10/2021 09:57","20/10/2021",9.57,"amarillo",1,597,1,-74658.5877616466,18311852.5901426
"Ger1","Irlanda","centro","20OCT",6,1,"durante",60,91,60,15.1693666666667,92.3427333333333,3443,"20/10/2021 09:58","20/10/2021",9.58,"amarillo",1,598,2,-74653.0151561169,18311845.3204167
"Ger1","Irlanda","centro","20OCT",6,1,"durante",61,92,61,15.16935,92.3427,3442,"20/10/2021 10:00","20/10/2021",10,"amarillo",1,600,7,-74649.4661312063,18311847.2587967
"Ger1","Irlanda","centro","20OCT",6,1,"reinicio",62,93,62,15.1694333333333,92.3429166666667,3472,"20/10/2021 10:18","20/10/2021",10.18,"amarillo",1,618,1.99999999999989,-74672.6027151245,18311837.4349405
"Ger1","Irlanda","centro","20OCT",6,1,"durante",63,94,63,15.1695,92.3428833333333,3466,"20/10/2021 10:20","20/10/2021",10.2,"amarillo",1,620,2.00000000000023,-74668.8272598919,18311830.1212347
"Ger1","Irlanda","centro","20OCT",6,1,"durante",64,95,64,15.1695,92.3429166666667,3479,"20/10/2021 10:22","20/10/2021",10.22,"amarillo",1,622,0.999999999999886,-74672.4215680392,18311830.0332684
"Ger1","Irlanda","centro","20OCT",6,1,"durante",65,96,65,15.1695,92.3428833333333,3473,"20/10/2021 10:23","20/10/2021",10.23,"amarillo",1,623,2,-74668.8272598919,18311830.1212347
"Ger1","Irlanda","centro","20OCT",6,1,"durante",66,97,66,15.1695333333333,92.3428666666667,3478,"20/10/2021 10:25","20/10/2021",10.25,"amarillo",1,625,0,-74666.9395329065,18311826.4643818
"Ger1","Irlanda","centro","20OCT",6,1,"durante",67,98,67,15.1695333333333,92.3429,3481,"20/10/2021 10:25","20/10/2021",10.25,"amarillo",1,625,2,-74670.5338403964,18311826.3764156
"Ger1","Irlanda","centro","20OCT",6,1,"durante",68,99,68,15.1695833333333,92.3429166666667,3484,"20/10/2021 10:27","20/10/2021",10.27,"amarillo",1,627,0.999999999999886,-74672.1951330891,18311820.7811781
"Ger1","Irlanda","centro","20OCT",6,1,"durante",69,100,69,15.1695833333333,92.3429166666667,3483,"20/10/2021 10:28","20/10/2021",10.28,"amarillo",1,628,2.00000000000023,-74672.1951330891,18311820.7811781
"Ger1","Irlanda","centro","20OCT",6,1,"durante",70,101,70,15.1696,92.34295,3483,"20/10/2021 10:30","20/10/2021",10.3,"amarillo",1,630,0.999999999999886,-74675.7441525524,18311818.8427927
"Ger1","Irlanda","centro","20OCT",6,1,"durante",71,102,71,15.1695833333333,92.34295,3483,"20/10/2021 10:31","20/10/2021",10.31,"amarillo",1,631,0,-74675.7894399746,18311820.6932108
"Ger1","Irlanda","centro","20OCT",6,1,"durante",72,103,72,15.1695833333333,92.3429333333333,3488,"20/10/2021 10:31","20/10/2021",10.31,"amarillo",1,631,1,-74673.9922865106,18311820.7371946
"Ger1","Irlanda","centro","20OCT",6,1,"durante",73,104,73,15.1695666666667,92.3429666666667,3493,"20/10/2021 10:32","20/10/2021",10.32,"amarillo",1,632,1,-74677.6318809976,18311822.4996452
"Ger1","Irlanda","centro","20OCT",6,1,"durante",74,105,74,15.1695166666667,92.343,3491,"20/10/2021 10:33","20/10/2021",10.33,"amarillo",1,633,2,-74681.3620515415,18311827.9629319
"Ger1","Irlanda","centro","20OCT",6,1,"durante",75,106,75,15.1695666666667,92.3430333333333,3494,"20/10/2021 10:35","20/10/2021",10.35,"amarillo",1,635,1.99999999999989,-74684.8204960255,18311822.3237085
"Ger1","Irlanda","centro","20OCT",6,1,"durante",76,107,76,15.1695666666667,92.3430166666667,3498,"20/10/2021 10:37","20/10/2021",10.37,"amarillo",1,637,2.00000000000011,-74683.0233422007,18311822.3676929
"Ger1","Irlanda","centro","20OCT",6,1,"durante",77,108,77,15.1695833333333,92.343,3498,"20/10/2021 10:39","20/10/2021",10.39,"amarillo",1,639,1,-74681.1809006209,18311820.5612588
"Ger1","Irlanda","centro","20OCT",6,1,"durante",78,109,78,15.1696,92.343,3501,"20/10/2021 10:40","20/10/2021",10.4,"amarillo",1,640,0,-74681.1356127692,18311818.7108406
"Ger1","Irlanda","centro","20OCT",6,1,"durante",79,110,79,15.1696333333333,92.3429833333333,3502,"20/10/2021 10:40","20/10/2021",10.4,"amarillo",1,640,2,-74679.2478837583,18311815.0539883
"Ger1","Irlanda","centro","20OCT",6,1,"durante",80,111,80,15.1696,92.3430833333333,3504,"20/10/2021 10:42","20/10/2021",10.42,"amarillo",1,642,2.99999999999989,-74690.1213806458,18311818.4909176
"Ger1","Irlanda","centro","20OCT",6,1,"durante",81,112,81,15.1696,92.34315,3509,"20/10/2021 10:45","20/10/2021",10.45,"amarillo",1,645,1.00000000000023,-74697.3099957106,18311818.3149767
"Ger1","Irlanda","centro","20OCT",6,1,"durante",82,113,82,15.1696,92.3431833333333,3506,"20/10/2021 10:46","20/10/2021",10.46,"amarillo",1,646,1,-74700.9043035031,18311818.2270054
"Ger1","Irlanda","centro","20OCT",6,1,"durante",83,114,83,15.1696166666667,92.3432166666667,3511,"20/10/2021 10:47","20/10/2021",10.47,"amarillo",1,647,2.99999999999989,-74704.4533216985,18311816.2886147
"Ger1","Irlanda","centro","20OCT",6,1,"durante",84,115,84,15.1696,92.34325,3522,"20/10/2021 10:50","20/10/2021",10.5,"amarillo",1,650,0,-74708.0929195866,18311818.0510612
"Ger1","Irlanda","centro","20OCT",6,1,"durante",85,116,85,15.1696,92.34325,3522,"20/10/2021 10:50","20/10/2021",10.5,"amarillo",1,650,5.00000000000011,-74708.0929195866,18311818.0510612
"Ger1","Irlanda","centro","20OCT",6,1,"durante",86,117,86,15.1696666666667,92.3432,3530,"20/10/2021 10:55","20/10/2021",10.55,"amarillo",1,655,0,-74702.5202986954,18311810.7813444
"Ger1","Irlanda","centro","20OCT",6,1,"durante",87,118,87,15.1697,92.3431333333333,3527,"20/10/2021 10:55","20/10/2021",10.55,"amarillo",1,655,0.999999999999886,-74695.2411068833,18311807.2564504
"Ger1","Irlanda","centro","20OCT",6,1,"durante",88,119,88,15.16965,92.3431,3531,"20/10/2021 10:56","20/10/2021",10.56,"amarillo",1,656,1,-74691.7826679299,18311812.895677
"Ger1","Irlanda","centro","20OCT",6,1,"durante",89,120,89,15.1696833333333,92.3431333333333,3536,"20/10/2021 10:57","20/10/2021",10.57,"amarillo",1,657,2,-74695.2863961721,18311809.106869
"Ger1","Irlanda","centro","20OCT",6,1,"durante",90,121,90,15.1697333333333,92.3431333333333,3533,"20/10/2021 10:59","20/10/2021",10.59,"amarillo",1,659,3,-74695.1505281604,18311803.5556132
"Ger1","Irlanda","centro","20OCT",6,1,"durante",91,122,91,15.1697333333333,92.3431333333333,3545,"20/10/2021 11:02","20/10/2021",11.02,"amarillo",1,662,0.999999999999886,-74695.1505281604,18311803.5556132
"Ger1","Irlanda","centro","20OCT",6,1,"durante",92,123,92,15.1697333333333,92.3432,3544,"20/10/2021 11:03","20/10/2021",11.03,"amarillo",1,663,2.00000000000023,-74702.3391391527,18311803.3796692
"Ger1","Irlanda","centro","20OCT",6,1,"durante",93,124,93,15.1697666666667,92.3432,3539,"20/10/2021 11:05","20/10/2021",11.05,"amarillo",1,665,0,-74702.2485590898,18311799.6788316
"Ger1","Irlanda","centro","20OCT",6,1,"durante",94,125,94,15.1697833333333,92.3432,3537,"20/10/2021 11:05","20/10/2021",11.05,"amarillo",1,665,0.999999999999886,-74702.2032689853,18311797.8284128
"Ger1","Irlanda","centro","20OCT",6,1,"durante",95,126,95,15.16985,92.3432166666667,3534,"20/10/2021 11:06","20/10/2021",11.06,"amarillo",1,666,2,-74703.8192599341,18311790.382751
"Ger1","Irlanda","centro","20OCT",6,1,"durante",96,127,96,15.16975,92.3433166666667,3538,"20/10/2021 11:08","20/10/2021",11.08,"amarillo",1,668,2,-74714.8739190137,18311801.2213428
"Ger1","Irlanda","centro","20OCT",6,1,"durante",97,128,97,15.1697666666667,92.3433166666667,3534,"20/10/2021 11:10","20/10/2021",11.1,"amarillo",1,670,5,-74714.8286279555,18311799.3709237
"Ger1","Irlanda","centro","20OCT",6,1,"reinicio",98,129,1,15.1699166666667,92.3433833333333,3509,"20/10/2021 11:49","20/10/2021",11.49,"amarillo",1,709,4.99999999999989,-74721.6096128064,18311782.5411998
"Ger1","Irlanda","centro","20OCT",6,1,"durante",99,130,2,15.1699,92.3434166666667,3501,"20/10/2021 11:54","20/10/2021",11.54,"amarillo",1,714,3.00000000000011,-74725.2492086951,18311784.3036423
"Ger1","Irlanda","centro","20OCT",6,1,"durante",100,131,3,15.1698833333333,92.3435,3537,"20/10/2021 11:57","20/10/2021",11.57,"amarillo",1,717,4,-74734.2802620115,18311785.9341176
"Ger1","Irlanda","centro","20OCT",6,1,"durante",101,132,4,15.1698833333333,92.3434833333333,3517,"20/10/2021 12:01","20/10/2021",12.01,"amarillo",1,721,1,-74732.4831097299,18311785.9781067
"Ger1","Irlanda","centro","20OCT",6,1,"durante",102,133,5,15.1699333333333,92.34345,3515,"20/10/2021 12:02","20/10/2021",12.02,"amarillo",1,722,1.99999999999989,-74728.7529273609,18311780.5148261
"Ger1","Irlanda","centro","20OCT",6,1,"durante",103,134,6,15.1699166666667,92.34345,3512,"20/10/2021 12:04","20/10/2021",12.04,"amarillo",1,724,3.00000000000011,-74728.7982200503,18311782.3652456
"Ger1","Irlanda","centro","20OCT",6,1,"durante",104,135,7,15.1698833333333,92.3434666666667,3503,"20/10/2021 12:07","20/10/2021",12.07,"amarillo",1,727,2,-74730.6859574802,18311786.0220957
"Ger1","Irlanda","centro","20OCT",6,1,"durante",105,136,8,15.1699,92.3435166666667,3487,"20/10/2021 12:09","20/10/2021",12.09,"amarillo",1,729,2,-74736.0321211814,18311784.0397088
"Ger1","Irlanda","centro","20OCT",6,1,"durante",106,137,9,15.1699666666667,92.3434833333333,3478,"20/10/2021 12:11","20/10/2021",12.11,"amarillo",1,731,3,-74732.2566448512,18311776.726009
"Ger1","Irlanda","centro","20OCT",6,1,"durante",107,138,10,15.1700166666667,92.3435,3476,"20/10/2021 12:14","20/10/2021",12.14,"amarillo",1,734,2,-74733.9179164767,18311771.130761
"Ger1","Irlanda","centro","20OCT",6,1,"durante",108,139,11,15.1699666666667,92.3435333333333,3475,"20/10/2021 12:16","20/10/2021",12.16,"amarillo",1,736,2,-74737.6480996915,18311776.5940407
"Ger1","Irlanda","centro","20OCT",6,1,"durante",109,140,12,15.16995,92.3435,3462,"20/10/2021 12:18","20/10/2021",12.18,"amarillo",1,738,1.99999999999989,-74734.0990896331,18311778.5324393
"Ger1","Irlanda","centro","20OCT",6,1,"durante",110,141,13,15.1699333333333,92.34355,3464,"20/10/2021 12:20","20/10/2021",12.2,"amarillo",1,740,2.00000000000023,-74739.5358386327,18311780.2508904
"Ger1","Irlanda","centro","20OCT",6,1,"durante",111,142,14,15.1698333333333,92.34355,3465,"20/10/2021 12:22","20/10/2021",12.22,"amarillo",1,742,1.99999999999989,-74739.8075991946,18311791.3534086
"Ger1","Irlanda","centro","20OCT",6,1,"durante",112,143,15,15.1697833333333,92.3435166666667,3476,"20/10/2021 12:24","20/10/2021",12.24,"amarillo",1,744,0,-74736.3491723152,18311796.9926461
"Ger1","Irlanda","centro","20OCT",6,1,"durante",113,144,16,15.1697666666667,92.3434833333333,3475,"20/10/2021 12:24","20/10/2021",12.24,"amarillo",1,744,3.99999999999989,-74732.8001585191,18311798.9310435
"Ger1","Irlanda","centro","20OCT",6,1,"durante",114,145,17,15.1697666666667,92.3435166666667,3475,"20/10/2021 12:28","20/10/2021",12.28,"amarillo",1,748,2.00000000000023,-74736.3944651401,18311798.8430657
"Ger1","Irlanda","centro","20OCT",6,1,"durante",115,146,18,15.1698,92.3435,3475,"20/10/2021 12:30","20/10/2021",12.3,"amarillo",1,750,2.99999999999989,-74734.5067263911,18311795.1862155
"Ger1","Irlanda","centro","20OCT",6,1,"durante",116,147,19,15.16975,92.3435333333333,3472,"20/10/2021 12:33","20/10/2021",12.33,"amarillo",1,753,1,-74738.2369114333,18311800.6494963
"Ger1","Irlanda","centro","20OCT",6,1,"durante",117,148,20,15.1697666666667,92.34355,3465,"20/10/2021 12:34","20/10/2021",12.34,"amarillo",1,754,2,-74739.9887719305,18311798.7550875
"Ger1","Irlanda","centro","20OCT",6,1,"durante",118,149,21,15.1698666666667,92.3435833333333,3458,"20/10/2021 12:36","20/10/2021",12.36,"amarillo",1,756,0.999999999999886,-74743.311317777,18311787.5645898
"Ger1","Irlanda","centro","20OCT",6,1,"durante",119,150,22,15.1699,92.3435833333333,3456,"20/10/2021 12:37","20/10/2021",12.37,"amarillo",1,757,1.00000000000023,-74743.2207303506,18311783.8637502
"Ger1","Irlanda","centro","20OCT",6,1,"durante",120,151,23,15.1699833333333,92.3435833333333,3448,"20/10/2021 12:38","20/10/2021",12.38,"amarillo",1,758,0.999999999999886,-74742.9942609334,18311774.6116512
"Ger1","Irlanda","centro","20OCT",6,1,"durante",121,152,24,15.1700333333333,92.34355,3455,"20/10/2021 12:39","20/10/2021",12.39,"amarillo",1,759,3,-74739.2640763213,18311769.1483721
"Ger1","Irlanda","centro","20OCT",6,1,"durante",122,153,25,15.1701,92.3435666666667,3444,"20/10/2021 12:42","20/10/2021",12.42,"amarillo",1,762,2.99999999999989,-74740.8800510648,18311761.702703
"Ger1","Irlanda","centro","20OCT",6,1,"durante",123,154,26,15.1701,92.3436333333333,3435,"20/10/2021 12:45","20/10/2021",12.45,"amarillo",1,765,3.00000000000011,-74748.0686538758,18311761.5267407
"Ger2","Irlanda","centro","21OCT",2,1,"inicio",1,160,1,15.16815,92.3440166666667,3338,"21/10/2021 08:10","21/10/2021",8.1,"amarillo",1,490,2,-74794.7026744363,18311977.0141621
"Ger2","Irlanda","centro","21OCT",2,1,"durante",2,161,2,15.16815,92.3439833333333,3337,"21/10/2021 08:12","21/10/2021",8.12,"amarillo",1,492,0,-74791.1083374945,18311977.1021397
"Ger2","Irlanda","centro","21OCT",2,1,"durante",3,162,3,15.1681,92.3440166666667,3336,"21/10/2021 08:12","21/10/2021",8.12,"amarillo",1,492,0,-74794.8385513603,18311982.5654248
"Ger2","Irlanda","centro","21OCT",2,1,"durante",4,163,4,15.1681166666667,92.3439666666667,3335,"21/10/2021 08:12","21/10/2021",8.12,"amarillo",1,492,1.00000000000011,-74789.4017528985,18311980.8469698
"Ger2","Irlanda","centro","21OCT",2,1,"durante",5,164,5,15.1681166666667,92.34395,3335,"21/10/2021 08:13","21/10/2021",8.13,"amarillo",1,493,2,-74787.6045842419,18311980.8909581
"Ger2","Irlanda","centro","21OCT",2,1,"durante",6,165,6,15.1681,92.34395,3339,"21/10/2021 08:15","21/10/2021",8.15,"amarillo",1,495,0.999999999999943,-74787.6498759288,18311982.7413789
"Ger2","Irlanda","centro","21OCT",2,1,"durante",7,166,7,15.1681,92.34385,3337,"21/10/2021 08:16","21/10/2021",8.16,"amarillo",1,496,0,-74776.8668640542,18311983.0053058
"Ger2","Irlanda","centro","21OCT",2,1,"durante",8,167,8,15.1681166666667,92.3438166666667,3335,"21/10/2021 08:16","21/10/2021",8.16,"amarillo",1,496,2,-74773.2272365608,18311981.24286
